"Esd";"GKY_S";"GKX_S"
22826;462304;99872
22827;461195;101283
22828;461955;100013
22829;462092;100180
22830;462452;100899
22831;461806;100461
22832;461701;104831
22833;462206;99538
22834;463231;103097
22835;461862;102230
22836;461558;100394
22837;464134;106621
22838;460175;100020
22839;460934;100076
22840;463402;102145
22841;462236;102505
22842;460858;100241
22843;461620;101133
22844;461021;101277
22845;462134;102471
22846;461407;101822
22847;462691;102389
22848;460574;103499
22849;461588;100570
22850;460291;101490
22851;462297;100830
22852;474765;100714
22853;469295;96093
22854;472219;97280
22855;475611;102351
22856;477974;100938
22857;428635;134392
22858;479075;86006
22859;457236;109313
22860;455401;111356
22861;454542;111596
22862;453887;111451
22863;453345;110715
22864;455417;113167
22865;452627;111330
22866;454969;110278
22867;505893;97888
22868;490621;102580
22869;494796;100568
22870;497783;101905
22871;486963;103679
22872;484382;106562
22873;491472;106625
22874;486917;100915
22875;487530;101433
22876;486691;102317
22877;492248;104865
22878;489866;104065
22879;484300;106872
22880;502967;100169
22881;485442;108347
22882;492500;102454
22883;493422;102946
22884;495124;104192
22885;472898;50825
22886;462408;100537
22887;462393;100600
22888;581298;171734
22889;395523;92860
22890;462292;101983
22891;461530;100404
22892;464931;100976
22893;521477;121612
22894;546031;124978
22895;549721;121860
22896;550240;121393
22897;544614;124950
22898;554206;124725
22899;543749;125784
22900;546805;124083
22901;518523;117274
22902;518480;117242
22903;509580;67419
22904;507099;72731
22905;517617;76498
22906;513788;72977
22907;511632;88765
22908;514252;78356
22909;526746;73307
22910;510998;67470
22911;546198;85084
22912;544210;86515
22913;518295;112900
22914;507589;121436
22915;507665;121384
22916;507648;121386
22917;507578;121450
22918;507558;121434
22919;507559;121379
22920;488373;89204
22921;488033;89763
22922;489995;90382
22923;487397;73874
22924;490345;93052
22925;485526;87181
22926;489996;90792
22927;481830;88593
22928;489709;79319
22929;482337;85292
22930;487921;87601
22931;488544;87784
22932;487377;79516
22933;483986;82909
22934;488755;79696
22935;480886;90067
22936;509987;107497
22937;510032;107528
22938;510143;107364
22939;510085;107387
22940;454930;115645
22942;498198;64822
22943;502496;64370
22944;485470;85933
22945;480108;88588
22946;486379;80677
22947;486637;83109
22948;490307;85756
22949;487554;73834
22950;486718;76886
22951;439478;137307
22952;439417;137466
22953;436140;136487
22954;435848;137244
22955;435726;137479
22956;438412;137169
22957;438204;136906
22958;438062;137152
22959;440860;136340
22960;441842;135246
22961;441931;135512
22962;437086;136047
22963;437945;136177
22964;440517;131064
22965;438543;136322
22966;442352;135303
22967;442272;130318
22968;442266;130322
22969;438424;127274
22970;445605;138911
22971;439161;127611
22972;438947;127725
22973;439192;127734
22974;439085;127963
22975;465955;112500
22976;439211;126751
22977;438500;127222
22978;466155;117637
22979;505439;91252
22980;405052;101056
22981;380968;124751
22982;424058;66261
22983;472008;139780
22984;505212;46862
22985;504004;47354
22986;400695;115214
22987;480643;51877
22988;491444;57117
22989;487922;58501
22990;487165;58093
22991;489176;54495
22992;489704;45115
22993;484903;50335
22994;503635;43813
22995;503903;43907
22996;611263;160765
22997;501192;39452
22998;410398;110205
22999;395739;119615
23000;406123;111092
23001;414914;118530
23002;472115;76665
23003;408001;113441
23004;441797;126291
23005;440935;127377
23006;436237;136542
23007;442296;130422
23008;592508;139936
23009;581691;143027
23010;583323;143358
23011;583085;144931
23012;595321;140088
23013;544946;130136
23014;544560;139201
23015;547577;129076
23016;548901;136010
23017;544097;139480
23018;533925;136813
23019;591163;154724
23020;545950;133745
23021;539118;136578
23022;529595;124554
23023;586875;154893
23024;591245;155926
23025;592061;153153
23026;592050;153412
23027;592024;153412
23028;592060;153839
23029;592076;153287
23030;592193;153196
23031;592206;153217
23032;592002;153397
23033;592214;153231
23034;592232;153179
23035;591997;153505
23036;592019;153482
23037;592097;153471
23038;591991;153544
23039;591994;153523
23040;592066;153403
23041;592076;153363
23042;591965;153464
23043;592189;153340
23044;592193;153405
23045;592158;153353
23046;592102;153379
23047;592174;153346
23048;591965;153884
23049;592273;153162
23050;489918;92483
23051;592085;153356
23052;591999;153674
23053;591936;154065
23054;592031;153699
23055;592222;153202
23056;588546;155780
23057;590529;155467
23058;585212;160915
23059;592847;157983
23060;590532;157472
23061;482026;65075
23062;480722;63211
23063;480894;63012
23064;479132;66382
23065;474342;60859
23066;477000;68889
23067;479909;65231
23068;480519;63925
23069;476187;67037
23070;476546;65449
23071;476813;65265
23072;477470;66413
23073;475128;66770
23074;478264;69047
23075;482071;64812
23076;476108;68412
23077;476857;74085
23078;482903;63405
23079;481466;61265
23080;478132;68212
23081;478191;68390
23082;478210;68067
23083;434877;139560
23084;469232;69017
23085;497803;102738
23086;439150;70423
23087;438723;100772
23088;439513;70625
23089;439227;70442
23090;439262;70415
23091;439256;70472
23092;439293;70448
23093;450975;102827
23094;417719;119313
23095;439113;70410
23096;439010;70343
23097;438910;70271
23098;438912;70295
23099;438865;70286
23100;439073;70399
23101;439269;70321
23102;439338;70398
23103;439374;70420
23104;439055;70300
23105;439146;70457
23106;438987;70321
23107;483031;82465
23108;445152;101004
23109;446806;102730
23110;439104;70466
23111;438798;70262
23112;439213;70388
23113;523708;120549
23114;501413;63597
23115;547832;118969
23116;436719;84349
23117;441863;81309
23118;441843;81124
23119;441486;81421
23120;441421;81530
23121;394667;127591
23122;394334;127965
23123;419602;78725
23124;511259;120264
23125;435875;139016
23126;519831;82545
23127;491452;108062
23128;436279;137423
23129;393571;117508
23130;417796;81971
23131;422221;109957
23132;415505;79686
23133;403112;112846
23134;503417;66448
23135;505069;67996
23136;505152;68040
23137;504857;67934
23138;505084;68058
23139;505129;68041
23140;517146;54889
23141;505075;89826
23142;505026;68118
23143;505045;68096
23144;517060;142012
23145;513942;68559
23146;442420;130180
23147;442386;130200
23148;442276;130358
23149;442278;130339
23150;442304;130468
23151;490185;87032
23152;481005;83201
23153;482998;82812
23154;484357;83826
23155;485996;82654
23156;490520;79644
23157;491379;92119
23158;487621;90521
23159;485373;90209
23160;488364;91201
23161;486993;89766
23162;491178;91668
23163;490818;91219
23164;491155;91213
23165;481482;90378
23166;481448;89828
23167;481532;89076
23168;483205;94530
23169;486509;83599
23170;428725;138248
23171;503945;43841
23172;501575;38970
23173;501825;38720
23174;487872;58485
23175;487937;58484
23176;487954;58442
23177;499574;39118
23178;497500;48019
23179;484101;50521
23180;504442;39110
23181;500863;59061
23182;504399;38915
23183;496661;49391
23184;562167;172881
23185;561815;167525
23186;426222;100420
23187;427502;98697
23188;414071;97811
23189;426040;101188
23190;427121;95897
23191;425795;89480
23192;510969;120905
23193;517364;121831
23194;516387;128329
23195;516418;122495
23196;390777;42397
23197;561892;167502
23198;561743;167811
23199;561960;167410
23200;561605;168003
23201;563438;164325
23202;567657;169462
23203;566296;168640
23204;431567;117540
23205;561846;171908
23206;561473;170096
23207;565059;167856
23208;565060;167654
23209;563728;167997
23210;565133;165103
23211;564938;166944
23212;565505;165413
23213;566784;166102
23214;566394;167939
23215;566589;167374
23216;567178;168232
23217;425926;53674
23218;422362;57962
23219;426210;52238
23220;424489;69078
23221;424213;54521
23222;421445;64487
23223;425652;64460
23224;427155;53679
23225;424728;57401
23226;426438;55539
23227;422374;58984
23228;421126;56729
23229;423381;65811
23230;425182;57753
23231;424284;63647
23232;428018;58597
23233;426426;57098
23234;421850;59230
23235;420026;55971
23236;505894;62957
23237;509904;102059
23238;514534;102632
23239;507871;102213
23240;555134;100764
23241;471593;106656
23242;470824;108645
23243;470580;115318
23244;471885;108163
23245;579503;164654
23246;469138;111192
23247;442410;130159
23248;404940;150733
23249;404929;150665
23250;404964;150856
23251;405297;150363
23252;404916;150710
23253;405031;150912
23254;404876;150744
23255;404941;150931
23256;405042;151077
23257;408866;114209
23258;417882;119325
23259;416439;118517
23260;404616;111113
23261;407016;113558
23262;404536;109370
23263;404570;109388
23264;402106;111246
23265;407110;107986
23266;410598;110363
23267;546423;84618
23268;545747;87126
23269;589805;159281
23270;589641;159160
23271;587861;158224
23272;592307;153134
23273;393258;108255
23274;394963;105547
23275;387788;105284
23276;397734;107976
23277;386110;101004
23278;385393;94144
23279;384625;97466
23280;387071;101373
23281;439952;55754
23282;436368;56611
23283;442434;59369
23284;425004;56597
23285;426851;53705
23286;424887;54164
23287;427988;66178
23288;427831;66074
23289;425928;57112
23290;420433;56624
23291;428391;52476
23292;419919;56005
23293;424331;57845
23294;423252;65540
23295;423376;65834
23296;423492;65708
23297;420983;56523
23298;426027;55199
23299;395111;78661
23300;447666;43292
23301;422108;109789
23302;445723;91098
23303;445979;91476
23304;445683;91026
23305;445873;91272
23306;446175;85561
23307;446250;90582
23308;440122;96027
23309;466596;111883
23310;445838;91314
23311;406344;118065
23312;397632;108138
23313;387504;101329
23314;391052;107107
23315;426143;87280
23316;391168;106147
23317;394463;109622
23318;396072;109911
23319;393856;103244
23320;395789;110868
23321;397486;107913
23322;398328;107732
23323;388960;104402
23324;386259;93702
23325;387211;100009
23326;426045;108078
23327;415920;112316
23328;417142;111327
23329;421931;111887
23330;419558;107108
23331;416724;107498
23332;416321;106830
23333;419198;111073
23334;437607;67376
23335;408681;108943
23336;408667;108972
23337;404938;150913
23338;404977;150650
23339;404949;150938
23340;405308;150378
23341;404980;150630
23342;475624;110175
23343;475602;110193
23344;461861;125876
23345;445274;90832
23346;445356;91031
23347;445865;91471
23348;445872;91489
23349;445420;91446
23350;445439;91337
23351;445862;91147
23352;445681;91393
23353;446009;91577
23354;445532;90214
23355;446090;91586
23356;445597;90322
23357;445351;90597
23358;520855;121180
23359;521482;120383
23360;444331;88649
23361;445663;91778
23362;445744;91179
23363;445669;91794
23364;460013;63271
23365;443185;91182
23366;525796;137066
23367;444639;92687
23368;444795;92643
23369;444773;92581
23370;446241;89376
23371;515042;123003
23372;477937;109075
23373;439610;97417
23374;438942;97685
23375;438037;97562
23376;450091;82831
23377;428479;42749
23378;486863;108839
23379;440216;94224
23380;441099;93963
23381;488538;131164
23382;524241;119833
23383;441307;91844
23384;440439;95741
23385;440065;96066
23386;440160;96077
23387;445231;89103
23388;481833;137856
23389;431054;141085
23390;486271;80674
23391;484776;81873
23392;481116;93764
23393;489480;84780
23394;490671;91852
23395;482456;85593
23396;488307;89231
23397;488185;89792
23398;487877;89955
23399;487442;89323
23400;490576;89330
23401;480645;86922
23402;480644;86888
23403;485481;86027
23404;486429;85167
23405;484080;88439
23406;487012;79022
23407;486552;92618
23408;490235;92310
23409;491253;91764
23410;480376;89956
23411;483781;89418
23412;404085;70373
23413;415155;72842
23414;412336;73869
23415;403339;70373
23416;405602;70671
23417;404079;70870
23418;410187;61358
23419;416840;58046
23420;406744;72131
23421;409722;71537
23422;413415;64077
23423;418371;64051
23424;408933;70531
23425;416995;66559
23426;416998;66630
23427;411204;68480
23428;408018;65289
23429;409553;68602
23430;415456;69161
23431;438952;127618
23432;406531;71631
23433;407318;70142
23434;412113;65082
23435;485630;90923
23436;485064;90444
23437;486253;89324
23438;485278;88436
23439;567243;142060
23440;483010;81659
23441;483533;81490
23442;483145;77566
23443;481170;93832
23444;411530;62361
23445;408513;66057
23446;412446;64718
23447;410278;61089
23448;412490;63149
23449;417083;57428
23450;417312;57150
23451;414122;73249
23452;412535;70846
23453;415294;69444
23454;415337;69177
23455;415410;69141
23456;416203;71897
23457;415179;71152
23458;415048;72260
23459;416822;71443
23460;414709;73177
23461;415615;72847
23462;415037;72926
23463;413056;68529
23464;469087;117709
23465;466471;117821
23466;483092;81957
23467;412425;108134
23468;483000;82099
23469;456483;67800
23470;456583;74080
23471;460601;80658
23472;451770;65850
23473;451714;65831
23474;458519;78661
23475;459309;76350
23476;445218;75371
23477;485397;90244
23478;450471;70440
23479;445199;75416
23480;450978;73013
23481;450796;72504
23482;450732;72611
23483;450816;72777
23484;451193;72224
23485;455737;68553
23486;456374;68794
23487;456521;68912
23488;446621;74684
23489;450947;78403
23490;450791;78519
23491;456368;77719
23492;449934;71785
23493;488546;90674
23494;583711;184903
23495;454503;65140
23496;454526;65109
23497;472842;94381
23498;454869;80123
23499;450188;72724
23500;459310;76329
23501;456166;67655
23502;446827;74923
23503;446959;74789
23504;446831;74904
23505;452070;74389
23506;451134;72232
23507;450735;72341
23508;450652;72672
23509;454548;65243
23510;450482;70437
23511;450624;70406
23512;451452;76730
23513;452409;74953
23514;452476;74592
23515;452412;75237
23516;452396;75054
23517;452578;74653
23518;418912;116593
23519;452375;75209
23520;452396;75188
23521;455650;67455
23522;455082;105390
23523;457097;110034
23524;450900;110779
23525;452921;107083
23526;449929;105621
23527;516879;98201
23528;509903;102423
23529;515575;101662
23530;515115;101217
23531;509553;102362
23532;511664;120803
23533;511749;120983
23534;511296;102424
23535;506352;102758
23536;385970;93599
23537;424123;103367
23538;382530;96814
23539;481985;109150
23540;409467;117641
23541;409234;116920
23542;411498;99995
23543;410564;116956
23544;564202;157510
23545;452416;75065
23546;509649;104267
23547;510456;107244
23548;510348;107323
23549;510124;107610
23550;509994;107551
23551;510298;107299
23552;512428;104445
23553;517337;99586
23554;517128;99524
23555;517115;99683
23556;507408;101659
23557;507932;102276
23558;513601;102206
23559;507909;101275
23560;517600;98972
23561;517655;98858
23562;511722;103029
23563;512983;103344
23564;512988;103373
23565;509918;101986
23566;509375;101475
23567;517658;98898
23568;509774;102217
23569;509937;102079
23570;509374;101362
23571;510177;102241
23572;510605;102350
23573;510154;102266
23574;515708;100981
23575;509555;104277
23576;509602;104317
23577;511046;104134
23578;508888;108772
23579;511518;109927
23580;450567;122611
23581;582121;141597
23582;585327;143100
23583;588811;142125
23584;587725;144165
23585;610847;156124
23586;436093;134593
23587;573115;156387
23588;466487;93642
23589;503845;136991
23590;517586;99792
23591;438483;130510
23592;438456;130510
23593;438422;130528
23594;438544;130457
23595;566033;144319
23596;404171;98284
23597;426210;87438
23598;438374;130545
23599;438704;130350
23600;438404;130486
23601;438345;130440
23602;438430;130454
23603;438391;130499
23604;438337;130507
23605;439656;132518
23606;440894;128857
23607;435746;135539
23608;439102;137272
23609;439024;137184
23610;617069;154250
23611;560569;136949
23612;558848;137401
23613;554300;140317
23614;483372;102874
23615;483081;102723
23616;462296;61802
23617;465041;55815
23618;461912;62253
23619;486985;103893
23620;500058;96136
23621;484298;106839
23622;499495;99477
23623;468588;85395
23625;502104;110566
23626;510090;107366
23627;510042;107447
23628;418664;81737
23629;407520;81089
23630;407023;84853
23631;406706;85124
23632;409751;84586
23633;413377;84789
23634;414332;86238
23635;411488;81601
23636;406287;83556
23637;411060;83741
23638;410926;84090
23639;411643;84624
23640;411105;80951
23641;415857;79445
23642;415258;85362
23643;413817;77777
23644;414728;79525
23645;509915;102066
23646;510452;102272
23647;510019;102262
23648;518540;99143
23649;483273;82013
23650;492565;89475
23652;490432;90382
23653;492391;90549
23654;386667;100880
23655;395055;107742
23656;480686;90088
23657;488719;90608
23658;487896;87560
23659;486404;89495
23660;487483;88593
23661;517676;99439
23662;537401;115678
23663;509797;102390
23664;503117;43762
23665;484314;83924
23666;488273;89204
23667;450823;72585
23668;534644;138214
23669;534827;136594
23670;532989;137276
23671;535900;135087
23672;535802;134967
23673;535884;135112
23674;535868;135136
23675;535837;135131
23676;535324;138208
23677;537842;136585
23678;500284;112197
23679;515232;101958
23680;514389;102563
23681;507336;101529
23682;507948;102261
23683;477558;121150
23684;591770;158310
23685;598553;153800
23686;586076;160498
23687;594339;152589
23688;587734;158288
23689;591612;148732
23690;546219;138085
23691;583723;150031
23692;518369;134086
23693;420348;35894
23694;533961;159674
23695;581666;150628
23696;541872;144589
23697;581254;146560
23698;597148;140009
23699;598139;139979
23700;520630;120730
23701;520799;120657
23702;520897;120342
23703;520939;120384
23704;520815;120305
23705;520870;120236
23706;520713;120691
23707;520786;120604
23708;520409;120648
23709;520742;120746
23710;520962;120439
23711;520375;120666
23712;520818;120588
23713;520683;120704
23714;520693;120699
23715;520664;120710
23716;459174;63351
23717;461825;62331
23718;461014;63192
23719;520903;120442
23720;520653;120692
23721;520757;120674
23722;520642;120401
23723;520645;120725
23724;520897;120366
23725;520927;120436
23726;520546;120825
23727;520519;120744
23728;520900;120421
23729;508112;84367
23730;497599;90919
23731;512426;87368
23732;505400;91629
23733;487784;108562
23734;546949;115940
23735;546865;115852
23736;411161;75295
23737;561084;140233
23738;554977;140725
23739;567932;154746
23740;568053;132756
23741;569232;153377
23742;568784;152094
23743;567916;135907
23744;571397;128773
23745;567617;150414
23746;567891;150030
23747;563746;149574
23748;570369;148033
23749;573284;138839
23750;570726;139951
23751;535760;163520
23752;569764;136522
23753;571901;152907
23754;568229;153882
23755;567898;152629
23756;566119;153816
23757;566682;153243
23758;565803;132472
23759;569372;151876
23760;570179;152299
23761;570185;152302
23762;575272;155064
23763;575752;156016
23764;574997;154453
23765;573824;130377
23766;573745;133633
23767;568200;138100
23768;573427;152507
23769;571638;155757
23770;571812;154508
23771;571369;154807
23772;570118;135993
23773;402785;77585
23774;404904;75456
23775;403203;73738
23776;401402;45651
23777;520546;120740
23778;520576;120719
23779;520917;120547
23780;520548;120477
23781;520531;120487
23782;520989;120801
23783;521003;120716
23784;520625;120744
23785;521027;120527
23786;547421;144760
23787;520461;120505
23788;395827;107732
23789;583722;170507
23790;548094;151789
23791;580730;171098
23792;542332;164180
23793;603865;169583
23794;603850;169583
23795;519284;108071
23796;583719;184825
23797;583879;185702
23798;583918;185749
23799;582875;187175
23800;586530;190389
23801;581641;182321
23802;582090;181234
23803;581890;189450
23804;550744;159068
23805;550971;158851
23806;605225;159849
23807;604639;160136
23808;605197;159881
23809;547772;159048
23810;547205;158976
23811;546850;159188
23812;547241;159143
23813;545031;164898
23814;541125;163460
23815;542218;163242
23816;603154;159956
23817;543399;162812
23818;543573;163654
23819;601520;170175
23820;601846;169944
23821;601488;170144
23822;601850;169950
23823;601869;169980
23824;547346;159723
23825;549037;146524
23826;548748;145938
23827;548522;146185
23828;547627;146357
23829;547667;146337
23830;549141;145631
23831;548551;146115
23832;547186;146357
23833;589954;179484
23834;543959;147325
23835;546252;147309
23836;588444;174606
23837;548808;145907
23838;585194;178078
23839;548772;145940
23840;546304;147661
23841;550556;131006
23842;539500;143039
23843;539049;137401
23844;541318;139853
23845;544502;132495
23846;548394;142585
23847;545025;128734
23848;545144;128866
23849;549436;141182
23850;554634;132806
23851;513545;129850
23852;547649;128703
23853;547631;128733
23854;547698;128741
23855;547684;128720
23856;547668;128748
23857;569934;164253
23858;550007;131594
23859;550840;139574
23860;550821;139448
23861;539054;144965
23862;549389;141113
23863;554840;131408
23864;545746;132585
23865;547541;132661
23866;532461;143226
23867;535583;141011
23868;603877;169580
23869;553094;140357
23870;485585;127992
23871;485565;127968
23872;484142;127395
23873;484099;127405
23874;456218;127581
23875;454274;128665
23876;454255;128592
23877;454131;128049
23878;461208;132770
23879;462381;129766
23880;439428;75979
23881;455949;129439
23882;454905;129925
23883;454718;129951
23884;455734;128973
23885;455876;128906
23886;455818;128861
23887;456001;128556
23888;437342;63416
23889;502073;131772
23890;515094;32123
23891;520584;35048
23892;527279;36277
23893;519054;34109
23894;436291;66009
23895;432718;71718
23896;433180;72778
23897;433601;76373
23898;433760;76307
23899;433745;76230
23900;433504;76214
23901;440915;77227
23902;437237;76278
23903;436977;76249
23904;438367;76659
23905;437819;76521
23906;437511;76294
23907;437528;76349
23908;529072;165878
23909;420392;56584
23910;426237;52243
23911;426209;52204
23912;426194;52188
23913;426428;57082
23914;421464;64557
23915;421458;64524
23916;420005;56000
23917;425289;57795
23918;428378;52814
23919;428353;52806
23920;428257;52786
23921;428220;52776
23922;424275;63641
23923;420026;55900
23924;419991;55915
23925;419937;55983
23926;419918;55937
23927;425247;57735
23928;423328;65782
23929;423075;59642
23930;421107;56676
23931;426434;55622
23932;426512;55532
23933;426375;55494
23934;426439;55601
23935;517233;99639
23936;577698;157075
23937;512968;157104
23938;396866;84679
23939;427265;95909
23940;429138;97221
23941;418258;84863
23942;515128;123073
23943;515078;123053
23944;515169;123183
23945;511899;110995
23946;512088;111026
23947;520835;127914
23948;520443;127198
23949;520411;127200
23950;520013;127824
23951;520702;127773
23952;521425;126836
23953;508254;110823
23954;508645;110674
23955;589330;160461
23956;512003;111061
23957;511951;111039
23958;501247;93433
23959;500434;97119
23960;501860;98525
23961;500117;97825
23962;494686;103530
23963;507562;113414
23964;507480;113986
23965;507495;113514
23966;507498;113532
23967;507514;113544
23968;507439;113555
23969;507503;114047
23970;507605;114180
23971;507770;114243
23972;507791;114232
23973;507468;113558
23974;521933;119710
23975;518947;122125
23976;518936;122144
23977;524079;121024
23978;523953;121514
23979;523603;121712
23980;508432;110871
23981;546344;99807
23982;546649;102040
23985;512363;120516
23986;512266;120691
23987;512238;120698
23988;512222;120603
23989;512367;120391
23990;539463;107866
23991;511588;125916
23992;512083;126199
23993;527052;94695
23994;391423;100376
23995;392861;106582
23996;544372;99709
23997;543674;99690
23998;543761;99198
23999;507956;136489
24000;544357;99716
24001;511418;108514
24002;511400;108517
24003;511397;108580
24004;522871;96539
24005;511963;107982
24006;512027;107946
24007;542370;107554
24008;541530;107909
24009;529034;94331
24010;507780;121802
24011;507422;121799
24012;507782;121697
24013;507748;121780
24014;514378;122453
24015;514337;122378
24016;514464;122367
24017;413596;84858
24018;414401;85804
24019;415978;83858
24020;406511;84822
24021;413272;77060
24022;520858;120533
24023;413236;77444
24024;410920;82765
24025;410840;82144
24026;520708;120794
24027;536395;105867
24028;408999;83761
24029;435102;139029
24030;434740;142880
24031;433613;140688
24032;413104;89940
24033;458031;124537
24034;405770;86332
24035;408633;85400
24036;408789;85685
24037;424599;81317
24038;411366;80302
24039;414593;81322
24040;414392;81264
24041;410771;83682
24042;422888;82337
24043;417696;128152
24044;415962;86358
24045;422647;85173
24046;422308;84613
24047;413291;82992
24048;417167;85464
24049;417691;86776
24050;416916;85365
24051;418124;87134
24052;516127;128408
24053;418735;83756
24054;418813;81478
24055;418664;81376
24056;408521;81219
24057;407647;81421
24058;412954;89445
24059;412758;89785
24060;414232;88976
24061;460286;62987
24062;418411;84271
24063;420193;84309
24064;419067;84840
24065;419665;83641
24066;417420;87198
24067;415809;87468
24068;392236;103054
24069;512606;32474
24070;477070;91635
24071;416466;87125
24072;416092;87437
24073;415408;88373
24074;416122;87413
24075;415956;88110
24076;416753;86676
24077;411064;81173
24078;411837;77519
24079;411199;78827
24080;411665;84606
24081;410984;83406
24082;415655;79639
24083;426987;80633
24084;414422;89421
24085;415334;82686
24086;418648;81346
24087;425096;80330
24088;515268;47709
24089;417067;81311
24090;417734;81938
24091;415862;87612
24092;392257;97357
24093;465105;111540
24094;408410;81174
24095;414138;89557
24096;406274;145324
24097;412747;89777
24098;437538;59955
24099;467666;114274
24100;413802;77800
24101;407009;84899
24102;409503;84496
24103;395054;92418
24104;436406;131049
24105;446124;97786
24106;445074;95788
24107;445927;97840
24108;445954;97951
24109;446154;97852
24110;445996;97863
24111;445860;97949
24112;447704;98240
24113;442250;98691
24114;442111;98803
24115;443293;98785
24116;533289;77614
24117;444449;96346
24118;443629;97768
24119;443743;97496
24120;447216;97864
24121;442703;96412
24122;442850;96189
24123;442777;96213
24124;443465;96715
24125;442642;96151
24126;442443;54635
24127;503032;98841
24128;498954;97463
24129;503530;99824
24130;497660;95925
24131;497052;94467
24132;497529;97433
24133;503517;97830
24134;500723;94557
24135;498653;96841
24136;497738;102261
24137;497496;102750
24138;479474;103772
24139;489728;103229
24140;498350;105430
24141;502456;93153
24142;486112;103117
24143;490696;108198
24144;498988;95154
24145;506069;98637
24146;498672;104890
24149;490872;107176
24150;497555;103918
24151;503119;97914
24152;487858;108395
24153;500656;98396
24154;603213;171810
24155;559667;150370
24156;559603;150432
24157;576331;170516
24158;576386;170477
24159;576286;170588
24160;559720;154987
24161;578243;168905
24162;560010;151428
24163;558528;151087
24164;562246;149653
24165;561323;149437
24166;560494;153097
24167;556323;152763
24168;558343;155311
24169;560373;153717
24170;560786;152513
24171;494076;84112
24172;427901;66071
24173;425887;53695
24174;423486;58655
24175;426454;57061
24176;426395;57119
24177;423879;54252
24178;424400;65285
24179;421367;64564
24180;421388;64563
24181;421484;64406
24182;421492;64505
24183;424230;57354
24184;424341;57328
24185;424275;57204
24186;427844;66077
24187;421904;59289
24188;427991;65986
24189;495871;61587
24190;504636;40223
24191;501686;39050
24192;527311;36177
24193;494934;68584
24194;489800;45796
24195;503434;130871
24196;501712;132988
24197;488200;58680
24198;441442;46843
24199;483929;48597
24200;511287;85628
24201;564589;168469
24202;479788;48154
24203;540996;101562
24204;482031;47114
24205;410247;46678
24206;419125;147563
24207;494335;64694
24208;557562;137687
24209;494808;62065
24210;509371;166328
24211;499118;40344
24212;487320;44391
24213;523344;143440
24214;513243;164659
24215;486269;41963
24216;565309;168019
24217;530001;110595
24218;534112;106574
24219;424659;95521
24220;485423;60587
24221;491961;52282
24222;484246;50464
24223;449152;136067
24224;494544;60138
24225;490534;54744
24226;490361;55390
24227;489462;54980
24228;490458;55450
24229;556551;172743
24230;556559;172817
24231;559563;169752
24232;555381;139119
24233;550074;171005
24234;549956;171185
24235;550015;171138
24236;550689;170170
24237;577726;135824
24238;559279;170495
24239;559758;137190
24240;578498;133679
24241;549007;170935
24242;575114;131874
24243;575151;131781
24244;577012;143106
24245;576823;141938
24246;577011;138343
24247;577239;130832
24248;578273;140872
24249;557790;137807
24250;557794;137726
24251;578823;135176
24252;578684;135257
24253;551081;167006
24254;576934;133950
24255;576921;133832
24256;576930;133881
24257;578328;139489
24258;578660;139717
24259;578252;141227
24260;578209;141059
24261;578187;140934
24262;507993;110827
24263;487096;58283
24264;483370;60940
24265;512503;164882
24266;487907;58396
24267;508094;166751
24268;533303;77822
24269;520055;120569
24270;503504;49896
24271;445787;98008
24272;504829;40025
24273;392004;80659
24274;385573;94022
24275;398701;107355
24276;393370;101726
24277;417663;81794
24278;411730;82015
24279;390482;79509
24280;391073;100529
24281;414571;82855
24282;429031;82009
24283;395206;106350
24284;407669;113036
24285;423090;82165
24286;403899;78054
24287;412898;101805
24288;429255;85741
24289;421782;89631
24290;424518;95647
24291;450919;122929
24292;502196;122001
24293;502057;121924
24294;501955;121831
24295;502154;121799
24296;501977;121955
24297;501996;121879
24298;498251;119784
24299;500227;120170
24300;501172;122632
24301;502109;122806
24302;501361;123137
24303;500902;119737
24304;501502;121185
24305;483710;82113
24306;483077;81831
24307;436120;56073
24308;542413;92528
24309;485549;88583
24310;485300;88178
24311;412436;108091
24312;414408;108387
24313;414286;108211
24314;469350;82017
24315;507419;134540
24316;542355;92652
24317;531278;135662
24318;500455;118560
24319;528582;86242
24320;487563;89840
24321;487751;89981
24322;487733;89939
24323;487577;89876
24324;487848;89952
24325;487597;89890
24326;523848;122963
24327;480019;88672
24328;484194;75584
24329;568843;157089
24330;484455;88507
24331;484125;88208
24332;487764;88016
24333;394242;37174
24334;483614;85790
24335;390142;42252
24336;518803;44412
24337;509930;123546
24338;485339;91363
24339;567465;160042
24340;484887;84091
24341;567515;159513
24342;480514;90146
24343;410508;76187
24344;480544;90030
24345;488168;90993
24346;491157;91630
24347;533293;77855
24348;452812;53466
24349;454589;54809
24350;455476;49329
24351;487405;79720
24352;503364;120047
24353;500233;119115
24354;501828;118032
24355;502345;117977
24356;501207;123231
24357;499835;120185
24358;501786;119118
24359;556183;123117
24360;559358;168987
24361;419090;128444
24362;446518;133150
24363;467338;113591
24364;467313;113542
24365;467305;113523
24366;467102;113900
24367;467008;113345
24368;439652;124320
24369;417550;128734
24370;503110;98108
24371;498458;103877
24372;501648;97361
24373;417597;128673
24374;455517;119060
24375;462189;139435
24376;461982;138634
24377;547607;161139
24378;551788;160079
24379;522815;109463
24380;555993;131970
24381;548997;160385
24382;549043;160438
24383;555437;131776
24384;549493;159921
24385;467085;93749
